CREATE (u1:User {id: 1, name: 'carlos_m', sport: 'soccer', competitive_level: 'advanced', city: 'Los Angeles', state: 'CA', age: 28, latitude: 34.0522, longitude: -118.2437})
CREATE (u82:User {id: 82, name: 'ian_n', sport: 'basketball', competitive_level: 'beginner', city: 'San Francisco', state: 'CA', age: 23, latitude: 37.7749, longitude: -122.4194})
CREATE (u83:User {id: 83, name: 'eva_h', sport: 'soccer', competitive_level: 'intermediate', city: 'Los Angeles', state: 'CA', age: 26, latitude: 34.0522, longitude: -118.2437})
CREATE (u84:User {id: 84, name: 'leo_s', sport: 'volleyball', competitive_level: 'advanced', city: 'San Diego', state: 'CA', age: 31, latitude: 32.7157, longitude: -117.1611})
CREATE (u85:User {id: 85, name: 'mia_b', sport: 'tennis', competitive_level: 'intermediate', city: 'San Francisco', state: 'CA', age: 28, latitude: 37.7749, longitude: -122.4194})
CREATE (u86:User {id: 86, name: 'rex_k', sport: 'basketball', competitive_level: 'advanced', city: 'Los Angeles', state: 'CA', age: 33, latitude: 34.0522, longitude: -118.2437})
CREATE (u87:User {id: 87, name: 'ada_t', sport: 'soccer', competitive_level: 'beginner', city: 'San Diego', state: 'CA', age: 22, latitude: 32.7157, longitude: -117.1611})
CREATE (u88:User {id: 88, name: 'eli_m', sport: 'volleyball', competitive_level: 'intermediate', city: 'San Francisco', state: 'CA', age: 27, latitude: 37.7749, longitude: -122.4194})
CREATE (u89:User {id: 89, name: 'gia_w', sport: 'tennis', competitive_level: 'advanced', city: 'Los Angeles', state: 'CA', age: 26, latitude: 34.0522, longitude: -118.2437})
CREATE (u90:User {id: 90, name: 'cal_r', sport: 'basketball', competitive_level: 'intermediate', city: 'San Diego', state: 'CA', age: 29, latitude: 32.7157, longitude: -117.1611})
CREATE (u91:User {id: 91, name: 'nia_l', sport: 'soccer', competitive_level: 'advanced', city: 'San Francisco', state: 'CA', age: 25, latitude: 37.7749, longitude: -122.4194})
CREATE (u92:User {id: 92, name: 'jon_c', sport: 'volleyball', competitive_level: 'beginner', city: 'Los Angeles', state: 'CA', age: 24, latitude: 34.0522, longitude: -118.2437})
CREATE (u93:User {id: 93, name: 'tia_p', sport: 'tennis', competitive_level: 'intermediate', city: 'San Diego', state: 'CA', age: 28, latitude: 32.7157, longitude: -117.1611})
CREATE (u94:User {id: 94, name: 'roy_f', sport: 'basketball', competitive_level: 'advanced', city: 'San Francisco', state: 'CA', age: 32, latitude: 37.7749, longitude: -122.4194})
CREATE (u95:User {id: 95, name: 'ana_g', sport: 'soccer', competitive_level: 'intermediate', city: 'Los Angeles', state: 'CA', age: 26, latitude: 34.0522, longitude: -118.2437})
CREATE (u96:User {id: 96, name: 'vic_d', sport: 'volleyball', competitive_level: 'advanced', city: 'San Diego', state: 'CA', age: 30, latitude: 32.7157, longitude: -117.1611})
CREATE (u97:User {id: 97, name: 'dot_n', sport: 'tennis', competitive_level: 'beginner', city: 'San Francisco', state: 'CA', age: 22, latitude: 37.7749, longitude: -122.4194})
CREATE (u98:User {id: 98, name: 'gus_h', sport: 'basketball', competitive_level: 'intermediate', city: 'Los Angeles', state: 'CA', age: 28, latitude: 34.0522, longitude: -118.2437})
CREATE (u99:User {id: 99, name: 'fay_s', sport: 'soccer', competitive_level: 'advanced', city: 'San Diego', state: 'CA', age: 27, latitude: 32.7157, longitude: -117.1611})
CREATE (u100:User {id: 100, name: 'ned_b', sport: 'volleyball', competitive_level: 'intermediate', city: 'San Francisco', state: 'CA', age: 29, latitude: 37.7749, longitude: -122.4194})
CREATE (u101:User {id: 101, name: 'liz_k', sport: 'soccer', competitive_level: 'advanced', city: 'Los Angeles', state: 'CA', age: 28, latitude: 34.0522, longitude: -118.2437})
CREATE (u102:User {id: 102, name: 'bob_m', sport: 'tennis', competitive_level: 'intermediate', city: 'San Diego', state: 'CA', age: 25, latitude: 32.7157, longitude: -117.1611})
CREATE (u103:User {id: 103, name: 'pat_j', sport: 'basketball', competitive_level: 'advanced', city: 'Los Angeles', state: 'CA', age: 32, latitude: 34.0522, longitude: -118.2437})
CREATE (u104:User {id: 104, name: 'jan_w', sport: 'soccer', competitive_level: 'intermediate', city: 'San Francisco', state: 'CA', age: 27, latitude: 37.7749, longitude: -122.4194})
CREATE (u105:User {id: 105, name: 'ron_p', sport: 'tennis', competitive_level: 'advanced', city: 'San Diego', state: 'CA', age: 30, latitude: 32.7157, longitude: -117.1611})
CREATE (u106:User {id: 106, name: 'kay_l', sport: 'basketball', competitive_level: 'beginner', city: 'Los Angeles', state: 'CA', age: 23, latitude: 34.0522, longitude: -118.2437})
CREATE (u107:User {id: 107, name: 'hal_r', sport: 'volleyball', competitive_level: 'intermediate', city: 'San Francisco', state: 'CA', age: 29, latitude: 37.7749, longitude: -122.4194})
CREATE (u108:User {id: 108, name: 'deb_h', sport: 'soccer', competitive_level: 'beginner', city: 'Los Angeles', state: 'CA', age: 22, latitude: 34.0522, longitude: -118.2437})
CREATE (u109:User {id: 109, name: 'lou_s', sport: 'tennis', competitive_level: 'advanced', city: 'San Diego', state: 'CA', age: 26, latitude: 32.7157, longitude: -117.1611})
CREATE (u110:User {id: 110, name: 'don_b', sport: 'basketball', competitive_level: 'intermediate', city: 'San Francisco', state: 'CA', age: 31, latitude: 37.7749, longitude: -122.4194})
CREATE (u111:User {id: 111, name: 'gail_k', sport: 'soccer', competitive_level: 'advanced', city: 'Los Angeles', state: 'CA', age: 24, latitude: 34.0522, longitude: -118.2437})
CREATE (u112:User {id: 112, name: 'walt_t', sport: 'volleyball', competitive_level: 'beginner', city: 'San Diego', state: 'CA', age: 28, latitude: 32.7157, longitude: -117.1611})
CREATE (u113:User {id: 113, name: 'iris_m', sport: 'tennis', competitive_level: 'intermediate', city: 'San Francisco', state: 'CA', age: 29, latitude: 37.7749, longitude: -122.4194})
CREATE (u114:User {id: 114, name: 'hugo_w', sport: 'basketball', competitive_level: 'advanced', city: 'Los Angeles', state: 'CA', age: 33, latitude: 34.0522, longitude: -118.2437})
CREATE (u115:User {id: 115, name: 'vera_r', sport: 'soccer', competitive_level: 'intermediate', city: 'San Diego', state: 'CA', age: 25, latitude: 32.7157, longitude: -117.1611})
CREATE (u116:User {id: 116, name: 'dean_l', sport: 'volleyball', competitive_level: 'advanced', city: 'San Francisco', state: 'CA', age: 27, latitude: 37.7749, longitude: -122.4194})
CREATE (u117:User {id: 117, name: 'cora_c', sport: 'tennis', competitive_level: 'beginner', city: 'Los Angeles', state: 'CA', age: 21, latitude: 34.0522, longitude: -118.2437})
CREATE (u118:User {id: 118, name: 'earl_p', sport: 'basketball', competitive_level: 'intermediate', city: 'San Diego', state: 'CA', age: 30, latitude: 32.7157, longitude: -117.1611})
CREATE (u119:User {id: 119, name: 'june_f', sport: 'soccer', competitive_level: 'advanced', city: 'San Francisco', state: 'CA', age: 26, latitude: 37.7749, longitude: -122.4194})
CREATE (u120:User {id: 120, name: 'wade_g', sport: 'volleyball', competitive_level: 'intermediate', city: 'Los Angeles', state: 'CA', age: 29, latitude: 34.0522, longitude: -118.2437})
CREATE (u121:User {id: 121, name: 'nora_d', sport: 'tennis', competitive_level: 'advanced', city: 'San Diego', state: 'CA', age: 24, latitude: 32.7157, longitude: -117.1611})
CREATE (u122:User {id: 122, name: 'glen_n', sport: 'basketball', competitive_level: 'beginner', city: 'San Francisco', state: 'CA', age: 22, latitude: 37.7749, longitude: -122.4194})
CREATE (u123:User {id: 123, name: 'dawn_h', sport: 'soccer', competitive_level: 'intermediate', city: 'Los Angeles', state: 'CA', age: 28, latitude: 34.0522, longitude: -118.2437})
CREATE (u124:User {id: 124, name: 'carl_s', sport: 'volleyball', competitive_level: 'advanced', city: 'San Diego', state: 'CA', age: 31, latitude: 32.7157, longitude: -117.1611})
CREATE (u125:User {id: 125, name: 'fern_b', sport: 'tennis', competitive_level: 'intermediate', city: 'San Francisco', state: 'CA', age: 25, latitude: 37.7749, longitude: -122.4194})
CREATE (u126:User {id: 126, name: 'luke_k', sport: 'basketball', competitive_level: 'advanced', city: 'Los Angeles', state: 'CA', age: 34, latitude: 34.0522, longitude: -118.2437})
CREATE (u127:User {id: 127, name: 'ruby_t', sport: 'soccer', competitive_level: 'beginner', city: 'San Diego', state: 'CA', age: 23, latitude: 32.7157, longitude: -117.1611})
CREATE (u128:User {id: 128, name: 'stan_m', sport: 'volleyball', competitive_level: 'intermediate', city: 'San Francisco', state: 'CA', age: 27, latitude: 37.7749, longitude: -122.4194})
CREATE (u129:User {id: 129, name: 'opal_w', sport: 'tennis', competitive_level: 'advanced', city: 'Los Angeles', state: 'CA', age: 26, latitude: 34.0522, longitude: -118.2437})
CREATE (u130:User {id: 130, name: 'brad_r', sport: 'basketball', competitive_level: 'intermediate', city: 'San Diego', state: 'CA', age: 29, latitude: 32.7157, longitude: -117.1611})
CREATE (u131:User {id: 131, name: 'dale_l', sport: 'soccer', competitive_level: 'advanced', city: 'San Francisco', state: 'CA', age: 25, latitude: 37.7749, longitude: -122.4194})
CREATE (u132:User {id: 132, name: 'troy_c', sport: 'volleyball', competitive_level: 'beginner', city: 'Los Angeles', state: 'CA', age: 24, latitude: 34.0522, longitude: -118.2437})
CREATE (u133:User {id: 133, name: 'alma_p', sport: 'tennis', competitive_level: 'intermediate', city: 'San Diego', state: 'CA', age: 28, latitude: 32.7157, longitude: -117.1611})
CREATE (u134:User {id: 134, name: 'kent_f', sport: 'basketball', competitive_level: 'advanced', city: 'San Francisco', state: 'CA', age: 32, latitude: 37.7749, longitude: -122.4194})
CREATE (u135:User {id: 135, name: 'hope_g', sport: 'soccer', competitive_level: 'intermediate', city: 'Los Angeles', state: 'CA', age: 26, latitude: 34.0522, longitude: -118.2437})
CREATE (u136:User {id: 136, name: 'ross_d', sport: 'volleyball', competitive_level: 'advanced', city: 'San Diego', state: 'CA', age: 30, latitude: 32.7157, longitude: -117.1611})
CREATE (u137:User {id: 137, name: 'edna_n', sport: 'tennis', competitive_level: 'beginner', city: 'San Francisco', state: 'CA', age: 22, latitude: 37.7749, longitude: -122.4194})
CREATE (u138:User {id: 138, name: 'chet_h', sport: 'basketball', competitive_level: 'intermediate', city: 'Los Angeles', state: 'CA', age: 28, latitude: 34.0522, longitude: -118.2437})
CREATE (u139:User {id: 139, name: 'tess_s', sport: 'soccer', competitive_level: 'advanced', city: 'San Diego', state: 'CA', age: 27, latitude: 32.7157, longitude: -117.1611})
CREATE (u140:User {id: 140, name: 'otto_b', sport: 'volleyball', competitive_level: 'intermediate', city: 'San Francisco', state: 'CA', age: 29, latitude: 37.7749, longitude: -122.4194})
CREATE (u141:User {id: 141, name: 'nell_k', sport: 'tennis', competitive_level: 'advanced', city: 'Los Angeles', state: 'CA', age: 25, latitude: 34.0522, longitude: -118.2437})
CREATE (u142:User {id: 142, name: 'bert_t', sport: 'basketball', competitive_level: 'beginner', city: 'San Diego', state: 'CA', age: 23, latitude: 32.7157, longitude: -117.1611})
CREATE (u143:User {id: 143, name: 'lola_m', sport: 'soccer', competitive_level: 'intermediate', city: 'San Francisco', state: 'CA', age: 26, latitude: 37.7749, longitude: -122.4194})
CREATE (u144:User {id: 144, name: 'gene_w', sport: 'volleyball', competitive_level: 'advanced', city: 'Los Angeles', state: 'CA', age: 31, latitude: 34.0522, longitude: -118.2437})
CREATE (u145:User {id: 145, name: 'maya_r', sport: 'tennis', competitive_level: 'intermediate', city: 'San Diego', state: 'CA', age: 28, latitude: 32.7157, longitude: -117.1611})
CREATE (u146:User {id: 146, name: 'ivan_l', sport: 'basketball', competitive_level: 'advanced', city: 'San Francisco', state: 'CA', age: 33, latitude: 37.7749, longitude: -122.4194})
CREATE (u147:User {id: 147, name: 'lily_c', sport: 'soccer', competitive_level: 'beginner', city: 'Los Angeles', state: 'CA', age: 22, latitude: 34.0522, longitude: -118.2437})
CREATE (u148:User {id: 148, name: 'tony_p', sport: 'volleyball', competitive_level: 'intermediate', city: 'San Diego', state: 'CA', age: 27, latitude: 32.7157, longitude: -117.1611})
CREATE (u149:User {id: 149, name: 'gwen_f', sport: 'tennis', competitive_level: 'advanced', city: 'San Francisco', state: 'CA', age: 26, latitude: 37.7749, longitude: -122.4194})
CREATE (u150:User {id: 150, name: 'drew_g', sport: 'basketball', competitive_level: 'intermediate', city: 'Los Angeles', state: 'CA', age: 29, latitude: 34.0522, longitude: -118.2437})
CREATE (u151:User {id: 151, name: 'jane_d', sport: 'soccer', competitive_level: 'advanced', city: 'San Diego', state: 'CA', age: 25, latitude: 32.7157, longitude: -117.1611})
CREATE (u152:User {id: 152, name: 'clay_n', sport: 'volleyball', competitive_level: 'beginner', city: 'San Francisco', state: 'CA', age: 24, latitude: 37.7749, longitude: -122.4194})
CREATE (u153:User {id: 153, name: 'rita_h', sport: 'tennis', competitive_level: 'intermediate', city: 'Los Angeles', state: 'CA', age: 28, latitude: 34.0522, longitude: -118.2437})
CREATE (u154:User {id: 154, name: 'cole_s', sport: 'basketball', competitive_level: 'advanced', city: 'San Diego', state: 'CA', age: 32, latitude: 32.7157, longitude: -117.1611})
CREATE (u155:User {id: 155, name: 'lynn_b', sport: 'soccer', competitive_level: 'intermediate', city: 'San Francisco', state: 'CA', age: 26, latitude: 37.7749, longitude: -122.4194})
CREATE (u156:User {id: 156, name: 'amos_k', sport: 'volleyball', competitive_level: 'advanced', city: 'Los Angeles', state: 'CA', age: 30, latitude: 34.0522, longitude: -118.2437})
